,actively_hiring,Type_of_job,company_name,location,salary,experience
2676,,Business Development Trainee,Microlent Systems Private Limited,Jodhpur,₹  2 - 3.5 LPA,0-2 years
2677,,Junior Accountant,Thomas & Brian Manufacturing Private Limited,Thane,₹  2 LPA,0-2 years
2678,,General Management Trainee,Sandhaanam India (OPC) Private Limited,Navi Mumbai,₹  2 - 2.1 LPA,0-2 years
2679,,Global Learning Specialist,Early Steps Academy,Work from home,₹  2 - 5 LPA,0-5 years
2680,,Assistant Nutritionist,Diet By Karanika Mahindra,Mumbai,₹  2 LPA,0-2 years
2681,,Marketing Executive,Hunarho Learning Solutions Private Limited,Navi Mumbai,₹  3.6 - 4.8 LPA,0-2 years
2682,,Associate Software Developer,WIMD Technologies Private Limited,Work from home,₹  2 - 3 LPA,0-2 years
2683,,Executive Assistant,Arcedior International Private Limited,Ahmedabad,₹  2.4 - 3.6 LPA,0-2 years
2684,,Frontend Developer,Conversion Pro LLP,Pune,₹  4.5 - 5.5 LPA,0-5 years
2685,,Digital Marketing Associate,Matrix Services,Work from home,₹  6.5 - 7 LPA,0-5 years
2686,,BDO Corporate & Key Accounts Executive,Santosh Kumar,Gurgaon,₹  2 - 2.1 LPA,0-2 years
2687,,Human Resources (HR) Associate,FM Tech,Mumbai,₹  2 LPA,0-2 years
2688,,Admin & Finance Executive,Advertising Saga,Mumbai,₹  2 - 5 LPA,0-5 years
2689,1.0,AI & Robotic Teacher,STEMpedia,Bangalore,₹  2.8 - 3.3 LPA,0-2 years
2690,1.0,Junior Media & Public Relations (PR) Associate,Bee Enterprises,Work from home,₹  2 - 2.5 LPA,0-2 years
2691,1.0,Business Development Trainee,SKILL DUNIA,Hyderabad,₹  3 - 5 LPA,0-5 years
2692,1.0,Python Developer,Matter Softwares Private Limited,Latur,₹  2 LPA,0-2 years
2693,1.0,Business Development Executive,Neo Concepts,Mumbai,₹  2.6 LPA,0-2 years
2694,,Back Office Executive,VT Capital Market Private Limited,Kolkata,₹  2 LPA,0-2 years
2695,,Python Developer,VidyutTech Services Private Limited,Bangalore,₹  5.4 LPA,0-5 years
2696,,HR Recruiter,Codobux IT Services,Mohali,₹  2 - 3 LPA,0-2 years
2697,,Business Development Executive,SetMyWed,Noida,₹  2 - 4 LPA,0-2 years
2698,,Full Stack Software Engineer,Logicspark Technology LLP,Work from home,₹  2 - 2.4 LPA,0-2 years
2699,,Sales Coordinator,Ishika Health,Ahmedabad,₹  2.1 - 2.75 LPA,0-2 years
2700,,Business Development Associate,Sai Info Solution,Pune,₹  2 - 3.5 LPA,0-2 years
2701,,CRM -Telecalling Executive,Shubhashray Housing India,Bhiwadi,₹  2 - 2.1 LPA,0-2 years
2702,,Telesales Associate,Ensomerge Services Private Limited,Work from home,₹  2 - 3 LPA,0-2 years
2703,,Junior Operations Manager,Oh My Momo,Bangalore,₹  2.1 - 2.5 LPA,0-2 years
2704,,Financial Content Writer,AssetPlus (ValuePlus Technologies Private Limited),Chennai,₹  5 - 6 LPA,0-5 years
2705,,Support Executive,CHARITISM,Work from home,₹  2 - 2.16 LPA,0-2 years
2706,,Human Resources (HR) Executive,India Manpower Solutions,Indore,₹  2 - 2.4 LPA,0-2 years
2707,,Content Writer,TechCurators,Delhi,₹  3 - 4.18 LPA,0-2 years
2708,,Administration Executive,CIPACA Healthcare Services Private Limited,Chennai,₹  2 - 2.5 LPA,0-2 years
2709,,Junior Social Media Marketing Manager,TreeWear - Ecological Living,Work from home,₹  2 LPA,0-2 years
2710,,Customer Support Executive,I Learn Future,Bangalore,₹  2 - 2.5 LPA,0-2 years
2711,,Electronics Engineer,Radiogeet Digital Private Limited,Jamshedpur,₹  2 - 2.5 LPA,0-2 years
2712,1.0,Digital Marketing Executive,Graphic360,Indore,₹  2 - 5 LPA,0-5 years
2713,,Software Enginer Trainee,MY Endeavour,Work from home,₹  2 - 4 LPA,0-2 years
2714,,Business Development Executive,ITIO Innovex Private Limited,"Kaushambi, Ghaziabad",₹  2 - 4 LPA,0-2 years
2715,,Sales And Marketing Executive,Percept Infosystem Consultants,Nagpur,₹  2 - 2.4 LPA,0-2 years
2716,,Automobile Sales Trainee,Deccan Wheels,Pune,₹  2.4 - 3.6 LPA,0-2 years
2717,,E-commerce Executive,Rishika Health,Ahmedabad,₹  2 - 3 LPA,0-2 years
2718,,Field App Marketing Executive,KT Empire,Work from home,₹  2.4 - 6 LPA,0-5 years
2719,1.0,Stock And Forex Market Trainer,B B Advisory,Bangalore,₹  3 LPA,0-2 years
2720,,Business Development Associate,Decathlon,Noida,₹  4 - 4.5 LPA,0-2 years
2721,1.0,Graphic Designer,DataFlair Web Services,Indore,₹  2 - 2.5 LPA,0-2 years
2722,1.0,Pre Sales Executive,Research And Ranking,Mumbai,₹  2 - 3 LPA,0-2 years
2723,,Architect,Buildo Ace India Private Limited,Delhi,₹  2.25 - 3.6 LPA,0-2 years
2724,,Marketing & Operations Manager,Kalaghar,Bhubaneswar,₹  3 - 3.5 LPA,0-2 years
2725,1.0,Telecaller,The Overseas Consultant,Mumbai,₹  2.2 - 2.7 LPA,0-2 years
2726,1.0,Junior Counselor,The Overseas Consultant,Mumbai,₹  2.2 - 2.7 LPA,0-2 years
2727,1.0,Renewals Wealth Counselor,Research And Ranking,Mumbai,₹  2 - 5 LPA,0-5 years
2728,1.0,Wealth Counselor - Equity Markets,Research And Ranking,Mumbai,₹  2 - 5 LPA,0-5 years
2729,,Junior Social Media Marketing Associate,Aptagrim Limited,Hyderabad,₹  3 - 4 LPA,0-2 years
2730,,Associate Graphic Designer,Aptagrim Limited,Hyderabad,₹  3 - 4 LPA,0-2 years
2731,,Next.js Developer,Aptagrim Limited,Hyderabad,₹  3 - 4 LPA,0-2 years
2732,,Lead Generation Associate,Aptagrim Limited,Hyderabad,₹  3 - 4 LPA,0-2 years
2733,,Associate Business Analyst,Aptagrim Limited,Hyderabad,₹  3 - 4 LPA,0-2 years
2734,,Business Development Associates,Acma Computers Limited,Mumbai,₹  2 - 3.5 LPA,0-2 years
2735,,Accountant,Tax-O-Smart LLP,Delhi,₹  2 LPA,0-2 years
2736,,Graphic Designer,UXD,Work from home,₹  3 - 6 LPA,0-5 years
2737,,Interior Designer,Global Buildtech Private Limited,Delhi,₹  2 - 2.5 LPA,0-2 years
2738,,Graphic Designer,Zenith Career Solutions,Ahmedabad,₹  2.1 - 2.4 LPA,0-2 years
2739,,Accountant,Plantsship,Hyderabad,₹  2 - 2.5 LPA,0-2 years
2740,,Content Writer,Denary Media Private Limited,Hyderabad,₹  2.16 - 2.4 LPA,0-2 years
2741,,Junior Social Media Marketing Executive,The Desi Marketing Project,Thane,₹  2 LPA,0-2 years
2742,,Junior Social Media Marketing Associate,TAHS LIMITED,Delhi,₹  2.5 - 3.5 LPA,0-2 years
2743,,Junior Search Engine Optimization (SEO) Specialist,Bruhmbrains,Bangalore,₹  2 LPA,0-2 years
2744,1.0,Inside Sales Executive,Network Science,Work from home,₹  2 - 2.5 LPA,0-2 years
2745,,Graphics Designer,Shop Concept And Solutions,Gurgaon,₹  2 - 3 LPA,0-2 years
2746,,Junior Travel & Tourism Executive,Dream Tour Planner,Delhi,₹  2 - 4 LPA,0-2 years
2747,,Wedding Coordinator,Shubhtithi Weddings,Mumbai,₹  2.5 LPA,0-2 years
2748,,Digital Marketing Associate,Dyrect,Work from home,₹  3 - 5 LPA,0-5 years
2749,,Finance Executive,Nimit Kalsi And Company,Navi Mumbai,₹  2 - 5 LPA,0-5 years
2750,,PHP Developer,Softin System Private Limited,Delhi,₹  3 - 5 LPA,0-5 years
2751,1.0,Marketing Executive,GrowPro Technology,Mumbai,₹  2 - 2.5 LPA,0-2 years
2752,,Marketing Representative,Sensations,Gurgaon,₹  3 - 3.2 LPA,0-2 years
2753,,Pre Sales Executive,SolarSquare Energy Private Limited,Bhopal,₹  2.6 - 3.6 LPA,0-2 years
2754,1.0,Digital Marketing Associate,Seller Square,Bangalore,₹  2.4 - 2.5 LPA,0-2 years
2755,1.0,Social Media Manager,Zion Media,Work from home,₹  2 - 2.4 LPA,0-2 years
2756,1.0,Human Resources (HR) Associate,Material Depot,Bangalore,₹  3 - 4 LPA,0-2 years
2757,1.0,Wedding Planner,Saj International Events & Entertainment,Mumbai,₹  2 LPA,0-2 years
2758,,Field Sales Executive,Spinny,Noida,₹  3 - 3.5 LPA,0-2 years
2759,,Field Sales Associate,Jai Autos,Chennai,₹  2 - 2.5 LPA,0-2 years
2760,,Corporate Sales Associate,SCM For You (RN Logistics And Supplychain Private Limited),Pune,₹  2 - 3 LPA,0-2 years
2761,1.0,Associate Video Editor,Internshala,Gurgaon,₹  3 - 3.6 LPA,0-2 years
2762,1.0,Electronics Designer,Tridomainic Design And Manufacturing Solutions Private Limited,Gurgaon,₹  2.5 - 5 LPA,0-5 years
2763,1.0,Digital Marketing Executive,UniAcco,Mumbai,₹  2 - 5 LPA,0-5 years
2764,,Assistant Manager - Admin,Pinakin Initiatives LLP,Hyderabad,₹  2 - 2.4 LPA,0-2 years
2765,,Pastry Chef,Dessert Rose,Bangalore,₹  2 - 2.5 LPA,0-2 years
2766,,Inside Sales Representative,ITSEC Consultants Private Limited,Noida,₹  3 - 3.6 LPA,0-2 years
2767,,Business Development Associate - Sales (Gujarati),NxtWave Disruptive Technologies Private Limited,Work from home,₹  3 - 6 LPA,0-5 years
2768,,International Marketing Executive,Janak Perfumers,Work from home,₹  2 - 5 LPA,0-5 years
2769,1.0,Associate Business Analyst,Chalk Digital,Work from home,₹  3 - 6 LPA,0-5 years
2770,1.0,Product Operations Analyst,Media.net,Mumbai,₹  3 - 4 LPA,0-2 years
2771,,Audit Manager (MS Excel Expert),Singh Agarwal And Associates,Lucknow,₹  2 - 2.4 LPA,0-2 years
2772,,International Sales Executive,University Living,Noida,₹  2 - 5 LPA,0-5 years
2773,,Marketing And Sales Associate,HNA Gifting,Indore,₹  2 LPA,0-2 years
2774,1.0,3D Visualizer,Euronics Industries Private Limited,Gurgaon,₹  2.5 - 3 LPA,0-2 years
2775,,Customer Sales Executive,Digital Corn,Noida,₹  2 - 3 LPA,0-2 years
2776,,Customer Service Executive,Raw Basics,Work from home,₹  2 - 4 LPA,0-2 years
2777,0.0,Admin Executive (Back-Office),ISSO India,Pune,₹  3 LPA,0-2 years
2778,,Business Development Executive,Bizcon Fintech Labs Private Limited,Delhi,₹  2 - 4 LPA,0-2 years
2779,,Administration Specialist,Windmill GLobal LLC,Work from home,₹  2 - 2.1 LPA,0-2 years
2780,,Human Resources (HR) Associate,OBOX HR Solutions Private Limited,Navi Mumbai,₹  2 - 2.4 LPA,0-2 years
2781,1.0,Human Resources (HR) Specialist,Ostello India Private Limited,Delhi,₹  2.5 - 3.5 LPA,0-2 years
2782,1.0,Flutter Developer,Dodo Skills India Private Limited,Delhi,₹  4 - 6 LPA,0-5 years
2783,1.0,Embedded Software Engineer,Lifespark Technologies,Mumbai,₹  3 - 5 LPA,0-5 years
2784,,Graphic Designer,Swatirx,Mohali,₹  2 LPA,0-2 years
2785,,Client Engagement Specialist,Josh Technology Group,Gurgaon,₹  2 - 3.5 LPA,0-2 years
2786,1.0,Associate Content Writer,RYT Life Health Tech Private Limited,Bangalore,₹  2.4 LPA,0-2 years
2787,,Business Development Executive,Securium Solutions Private Limited,Noida,₹  3.5 - 8 LPA,0-5 years
2788,,Human Resources (HR) Manager,Intouch Quality Services Private Limited,Delhi,₹  2 LPA,0-2 years
2789,,Technical Recruiter,Tweavers HR Consultancy Private Limited,Mangaluru,₹  2 - 3.5 LPA,0-2 years
2790,,2D Unity Developer,Woodiewin Technology Private Limited,Work from home,₹  2 - 4 LPA,0-2 years
2791,,Sales Manager,Inovoda Business  Solutions,Mumbai,₹  2.4 - 3.6 LPA,0-2 years
2792,,Graphic Designer,Saratech,Noida,₹  2 - 2.4 LPA,0-2 years
2793,,Administration Executive,Advance Biofuel,Ahmedabad,₹  2 - 3 LPA,0-2 years
2794,,Junior Talent Acquisition Partner,Inspiredge IT Solutions Private Limited,Visakhapatnam,₹  2 - 2.2 LPA,0-2 years
2795,,Content Writer,Holidify,Bangalore,₹  2.5 - 4 LPA,0-2 years
2796,1.0,Social Media Manager,Artyvis Technologies Private Limited,Work from home,₹  3 LPA,0-2 years
2797,,3D Model Texturing Artist,Oxygen To Innovation,Noida,₹  2.4 LPA,0-2 years
2798,1.0,Data Prospector/Web Researcher,The Links Guy,Work from home,₹  3 - 6 LPA,0-5 years
2799,,Unity/C#/AI Game Developer,Indigenous Robotics Unmanned Systems Private Limited,Noida,₹  2.4 LPA,0-2 years
2800,,.NET Developer,Caresoft Systems Private Limited,Mira Bhayandar,₹  2 - 2.4 LPA,0-2 years
2801,,Senior Operations Manager,U Me N Earth LLP,Work from home,₹  2 - 4 LPA,0-2 years
2802,1.0,Talent Acquisition Executive,Expertrons,Mumbai,₹  2.5 - 3.6 LPA,0-2 years
2803,,Android Developer,Medicircle Media Private Limited,Mira Bhayandar,₹  2 - 2.4 LPA,0-2 years
2804,,Business Operations Associate,Scaler Academy,Bangalore,₹  5 - 6 LPA,0-5 years
2805,,Travel Sales Consultant,Dyninno India LLP,Gurgaon,₹  3.6 - 4.2 LPA,0-2 years
2806,,LMS And Accessibility Trainee,OpenMind E-Design Private Limited,Bangalore,₹  2.4 - 3 LPA,0-2 years
2807,1.0,Client Service Associate,IJRDO Journal,Gurgaon,₹  2.5 - 3 LPA,0-2 years
2808,1.0,Telecaller,Zigsaw Consultancy,Mumbai,₹  2 - 3 LPA,0-2 years
2809,,Script Writers,SSB Media,Gurgaon,₹  3 - 5 LPA,0-5 years
2810,,Video Editor,JIC,Work from home,₹  2.4 - 3.6 LPA,0-2 years
2811,,Business Development Management Trainee,Vacav Incorporation,Chennai,₹  7 - 10 LPA,0-5 years
2812,,Business Development Executive,Bang On Target PR And Media Solutions,Delhi,₹  2 - 3 LPA,0-2 years
2813,,Technical Support,Orufy Technologies,Jaipur,₹  2.4 - 3 LPA,0-2 years
2814,,Software Engineer (FastAPI & MySQL),Productize Technologies,Work from home,₹  5 - 6 LPA,0-5 years
2815,,Administration Executive,Plastic Free Madras,Chennai,₹  2 LPA,0-2 years
2816,,Fashion Designer,EARTHSTATIC LLP,Ahmedabad,₹  2 - 2.2 LPA,0-2 years
2817,,Payroll Executive,Lotus Wireless Technologies India Private Limited,Work from home,₹  2 - 2.5 LPA,0-2 years
2818,,Junior Therapist,Ummeed Child Development Center,Thane,₹  4.8 - 6.6 LPA,0-5 years
2819,,Graphic Designer,TrippyBug,Delhi,₹  2.5 - 3.6 LPA,0-2 years
2820,,Digital Marketing Specialist,Fresh Bliss,Chennai,₹  2.3 - 3.5 LPA,0-2 years
2821,,Medical Device Sales,Signel Biomedical Private Limited,Hyderabad,₹  2 - 2.5 LPA,0-2 years
2822,,Junior Video Editor,The Kika,Work from home,₹  2 LPA,0-2 years
2823,,Client Service Executive,Weave Communications & Events Private Limited,Kolkata,₹  2 LPA,0-2 years
2824,,Senior Industrial Automation Engineer,Stability Automation,Hyderabad,₹  3 - 5 LPA,0-5 years
2825,,Angular Developer,Terainium Private Limited,Work from home,₹  2.5 - 5.5 LPA,0-5 years
2826,,Video Editor,Exentric Creations,Bangalore,₹  2.4 - 3.4 LPA,0-2 years
2827,,Operations Analyst,Bayzat,Mumbai,₹  3 - 4.5 LPA,0-2 years
2828,,Customer Onboarding Specialist,FxPay Service India Private Limited,Hyderabad,₹  3 - 4.2 LPA,0-2 years
2829,,Senior Accountant,KK Baranwal & Associates,Delhi,₹  2.2 - 2.5 LPA,0-2 years
2830,,Digital Marketing Executive,ILife Medical Devices Private Limited,Ghaziabad,₹  2 - 3 LPA,0-2 years
2831,,Recruitment Executive,Aarvi Encon,Dombivli,₹  2.4 LPA,0-2 years
2832,,Online Sales And Marketing Executive,Discovery Nutrition Private Limited,Delhi,₹  2 - 3 LPA,0-2 years
2833,,Marketing And Sales Associate,GrowthMaster,Work from home,₹  2.8 - 3.5 LPA,0-2 years
2834,,Corporate Sales Associate,Yaantra,Ghaziabad,₹  2 - 6 LPA,0-5 years
2835,,Business Development Executive,Light Concepts,Gurgaon,₹  2 - 2.5 LPA,0-2 years
2836,,Housekeeping Associate,IHG,Hyderabad,₹  2 - 3 LPA,0-2 years
2837,,Junior Media & Public Relations (PR) Associate,Bee Enterprises,Mumbai,₹  2.5 - 3.5 LPA,0-2 years
2838,,Fashion Designer,Social Education & Liberty Foundation,Delhi,₹  2 - 2.1 LPA,0-2 years
2839,,Marketing And Sales Specialist (Tours And Activities),Xperience Adventure Sports Private Limited,Work from home,₹  2 - 3 LPA,0-2 years
2840,,Accountant,Jinal Mehta,Mumbai,₹  2 LPA,0-2 years
2841,,Executive Assistant,Idecution Marketing Studio LLP,Work from home,₹  2 LPA,0-2 years
2842,,Junior Animator,Eiraa,Work from home,₹  2 - 3.5 LPA,0-2 years
2843,,Trainee Software Engineer,Avail,Work from home,₹  10 - 17 LPA,0-5 years
2844,,Junior Lead Generation Specialist,Showkase House,Work from home,₹  2 LPA,0-2 years
2845,,Relationship Executive,Amulet Entertainment,Noida,₹  2 - 3.6 LPA,0-2 years
2846,,Career Counselor,Confluence Educational Services Private Limited,Hyderabad,₹  2 - 3 LPA,0-2 years
2847,,Human Resources (HR) Executive,Glazonoid Automates Private Limited,Delhi,₹  2 - 2.4 LPA,0-2 years
2848,1.0,Sales Executive,NoBroker Technologies Solutions Private Limited,Bangalore,₹  4 - 5 LPA,0-5 years
2849,,Junior Corporate Sales Trainee,Nukleus Office Solutions Private Limited,Greater Noida,₹  2 LPA,0-2 years
2850,,Chartered Accountant (CA),KIP Financial Consultancy,Hisar,₹  3 LPA,0-2 years
2851,,Executive Assistant,Live Pixel Technologies,Navi Mumbai,₹  2 - 3 LPA,0-2 years
2852,,Corporate Sales Executive,Creative Tools,Noida,₹  2 - 2.4 LPA,0-2 years
2853,,Corporate Sales Executive,Indhan.Online,Bangalore,₹  2.4 - 3.6 LPA,0-2 years
2854,,Human Resources (HR) Specialist,Career Hunt India Private Limited,Zirakpur,₹  2 - 3 LPA,0-2 years
2855,1.0,Junior Lead Generation Executive,GoWebla Technologies Private Limited,Work from home,₹  2.5 - 3.5 LPA,0-2 years
2856,1.0,Junior Mechanical Engineer,Meera Cleanfuels Limited,Mumbai,₹  2 - 3 LPA,0-2 years
2857,1.0,Relationship Manager,Zigsaw Consultancy,Pune,₹  3 LPA,0-2 years
2858,1.0,Graphic Designer,Matter Softwares Private Limited,Pune,₹  2 LPA,0-2 years
2859,1.0,PHP Developer,Matter Softwares Private Limited,Latur,₹  2 LPA,0-2 years
2860,1.0,Telesales Associate,The Bold Marketers,Noida,₹  2 - 4.8 LPA,0-2 years
2861,1.0,Corporate Sales Executive,Brandsun Promotion,Delhi,₹  2.4 - 2.5 LPA,0-2 years
2862,,Customer Care Executive,Rashtriya Electrical And Engineering Corporation,Ghaziabad,₹  2 - 2.5 LPA,0-2 years
2863,,Founders Associate,Audentia Tech Ventures Private Limited,Pune,₹  3 - 4.2 LPA,0-2 years
2864,,Business Analyst,Creditopedia Finance Private Limited,Gurgaon,₹  4.5 - 6 LPA,0-5 years
2865,1.0,Analyst/Senior Analyst,DHL Global Forwarding Freight,Chennai,₹  3 LPA,0-2 years
2866,1.0,Site Engineer,Cubez Design Build Private Limited,Work from home,₹  3.6 - 4 LPA,0-2 years
2867,1.0,Telecaller,Fusion Beauty,Delhi,₹  2 - 4 LPA,0-2 years
2868,,Telecaller,JP Education & Immigration Private Limited,Chandigarh,₹  2 - 3 LPA,0-2 years
2869,1.0,PHP Developer,Botlie Software And Consulting Private Limited,Noida,₹  2 - 3.5 LPA,0-2 years
2870,1.0,Sales Growth Specialist,WeConnect Overseas,Thane,₹  2 - 2.5 LPA,0-2 years
2871,1.0,Business Development Associate,Vumonic Datalabs,Bangalore,₹  5 - 10 LPA,0-5 years
2872,1.0,Junior Search Engine Optimization (SEO) Executive,GoWebla Technologies Private Limited,Work from home,₹  2 - 2.5 LPA,0-2 years
2873,,Sales Application Engineer,Quanzen Services LLP,Pune,₹  2.5 - 4 LPA,0-2 years
2874,,Pet Care Executive,Petishh By Everything Petstech Private Limited,Bangalore,₹  2.16 - 2.65 LPA,0-2 years
2875,,Finance Executive,Aditya Birla Capital Limited (ABCL),Lucknow,₹  2.5 - 4.5 LPA,0-2 years
2876,,Digital Content Associate,Amazon,Chennai,₹  2 - 2.4 LPA,0-2 years
2877,,Telecaller,Spearhead Insurance Broking,Hyderabad,₹  2 - 2.2 LPA,0-2 years
2878,,Lead Generation Executive,Wits Innovation Lab,Kharar,₹  2 - 4.2 LPA,0-2 years
2879,,Smart Home Automation Engineer,Lakshya Technologies,Mumbai,₹  2 - 3 LPA,0-2 years
2880,,HR Executive And Scrum Master,Julius66 Software India Private Limited,Hyderabad,₹  2 - 3 LPA,0-2 years
2881,,Associate Content Developer,Bookhive (India),Delhi,₹  2 - 3 LPA,0-2 years
2882,,Data Management,Ecoste,Delhi,₹  2.01 - 2.1 LPA,0-2 years
2883,,Coding Course Creation,Rahul Agarwal,Work from home,₹  2.4 LPA,0-2 years
2884,,Training And Development Associate (Software),Akrity Computing,Bangalore,₹  4.2 - 4.3 LPA,0-2 years
2885,,Content Writer,Taggbox,Jaipur,₹  2 LPA,0-2 years
2886,,Corporate Sales Associate,Paysquare,Mumbai,₹  2 - 5 LPA,0-5 years
2887,,Telecaller,Ikidz Education,Delhi,₹  2 LPA,0-2 years
2888,,Business Development Associate,BYJU'S The Learning App,Chennai,₹  7 - 8.5 LPA,0-5 years
2889,,Web Developer,Addwor Law Associates (OPC) Private Limited,Prayagraj,₹  2 - 3 LPA,0-2 years
2890,,Sales Executive,Vivvion Marketing And Advertising Private Limited,Noida,₹  2 - 3 LPA,0-2 years
2891,,Business Development Associate,BYJU'S Tuition Centers,Chennai,₹  7 - 8 LPA,0-5 years
2892,1.0,Human Resources (HR) Manager,Your Retail Coach (YRC),Solapur,₹  2 - 3 LPA,0-2 years
2893,,Real Estate Sales Executive,Clearspace Prop-Tech PVT LTD,Pune,₹  2 - 3 LPA,0-2 years
2894,1.0,Content Writer,LiveSkills Global,Noida,₹  2 - 3 LPA,0-2 years
2895,1.0,General Management Trainee,Your Retail Coach (YRC),Solapur,₹  3 - 5 LPA,0-5 years
2896,1.0,Content Strategist,Zupain Tech Private Limited,Chennai,₹  3 - 4 LPA,0-2 years
2897,,Business Development Associate,BYJU'S Tuition Centre,Work from home,₹  4 - 8 LPA,0-5 years
2898,,Business Development Executive,Noesis Capital Advisors,Mumbai,₹  2 - 2.1 LPA,0-2 years
2899,1.0,Store Operations Manager,Your Retail Coach (YRC),Solapur,₹  3 - 4 LPA,0-2 years
2900,,Test Engineer,RevenueHero,Bangalore,₹  2 - 2.1 LPA,0-2 years
2901,,Business Development Executive,Matrix Infotech Solution,Delhi,₹  2 LPA,0-2 years
2902,1.0,Junior Video Editor,DataFlair Web Services,Indore,₹  2 - 2.5 LPA,0-2 years
2903,1.0,Business Development Executive,WebMob Technologies,Ahmedabad,₹  3 - 4 LPA,0-2 years
2904,,Business Development Associate - Digital Marketing,Better You Learning & Development LLP,Pune,₹  2 - 2.1 LPA,0-2 years
2905,,Corporate Sales Executive,SN MERCANTILE INDIA PRIVATE LIMITED,Mumbai,₹  2.5 - 3.5 LPA,0-2 years
2906,,Junior Architect,Diwakar Bhati Architects,Jodhpur,₹  2 - 4 LPA,0-2 years
2907,,Telecaller,Vehicle Care,Gurgaon,₹  2.5 - 3 LPA,0-2 years
2908,1.0,Associate UX/UI Designer,Shubh International,Work from home,₹  6 - 8 LPA,0-5 years
2909,,Business Development Associate,Noesis Capital Advisors,Mumbai,₹  2 - 3 LPA,0-2 years
2910,1.0,Fleet Executive - Route Planning,FirstCry.com,Dehradun,₹  3 - 3.1 LPA,0-2 years
2911,1.0,Omni Sports Leader (Customer Relationship Manager),Decathlon Sports India Private Limited,Pimpri-Chinchwad,₹  3 - 3.2 LPA,0-2 years
2912,,Business Development Executive,Noesis Capital Advisors,Delhi,₹  2 - 2.1 LPA,0-2 years
2913,,Senior Front End Developer,Oxy Corporations,Ranchi,₹  3 - 4 LPA,0-2 years
2914,,UI/UX Designer,Triotree Technologies Private Limited,Noida,₹  4 - 8 LPA,0-5 years
2915,,Operations Executive (For Electric Vehicle Company),HireED,Ahmedabad,₹  3.6 - 4 LPA,0-2 years
2916,1.0,Mechanical Engineer,Amar Polymers,Chennai,₹  2 - 2.1 LPA,0-2 years
2917,1.0,Audiologist,Ear Solutions Private Limited,Delhi,₹  2 - 4.2 LPA,0-2 years
2918,1.0,TECHNICAL CONTENT WRITER,The Links Guy,Work from home,₹  3 - 6 LPA,0-5 years
2919,,Junior Architect,Mayur Shah & Associates,Vadodara,₹  2 - 2.25 LPA,0-2 years
2920,,Assistant HR Manager,Melior Concepts,Ahmedabad,₹  3 - 4.5 LPA,0-2 years
2921,1.0,Business Development Executive,ElectricWeb By ACDC Electric Infrastructure Private Limited,Delhi,₹  3.5 - 5 LPA,0-5 years
2922,,Trainer,STEM Center India,Bangalore,₹  2.1 - 2.4 LPA,0-2 years
2923,,Brand Solutions Strategist,Schbang,Bangalore,₹  3.5 - 4 LPA,0-2 years
2924,,Digital Marketing Specialist,Eco Structures Private Limited,Nagpur,₹  2 - 2.4 LPA,0-2 years
2925,1.0,Digital Marketing Executive,DataFlair Web Services,Indore,₹  2 - 2.5 LPA,0-2 years
2926,,Customer Service Executive,Adonai Immigration Services OPC Private Limited,Bangalore,₹  2 - 2.1 LPA,0-2 years
2927,1.0,Influencer Marketing Specialist,My Social Pulse,Work from home,₹  2.3 - 5 LPA,0-5 years
2928,1.0,Human Resources (HR) Executive,Saroj Education Group,Delhi,₹  2 - 5 LPA,0-5 years
2929,1.0,Web Developer,Saroj Education Group,Delhi,₹  2.5 - 6 LPA,0-5 years
2930,1.0,Graphic Designer,Saroj Education Group,Delhi,₹  2 - 3 LPA,0-2 years
2931,1.0,Admission Counsellor,Saroj Education Group,Delhi,₹  2 - 6 LPA,0-5 years
2932,1.0,Business Development Associate,Pregrad,Noida,₹  3.5 - 5.5 LPA,0-5 years
2933,1.0,Data Engineer,Drona Pay Private Limited,Mumbai,₹  5 - 7 LPA,0-5 years
2934,,Associate Fashion Designer,Missera Private Limited,Bangalore,₹  2 - 2.2 LPA,0-2 years
2935,,Service Technician,MedPrime Technologies Private Limited,Mumbai,₹  2 LPA,0-2 years
2936,,Customer Representative,Medify Nexus Private Limited,Mumbai,₹  2 - 2.1 LPA,0-2 years
2937,,Subject Matter Expert (SME),Amivo Tech Solutions,Work from home,₹  2 - 3 LPA,0-2 years
2938,,Construction Site Supervisor,Global Buildtech Private Limited,Delhi,₹  2 - 3 LPA,0-2 years
2939,,Digital Marketing Executive,The Growth Marketers,Surat,₹  3 - 4 LPA,0-2 years
2940,1.0,Hardware Networking Systems Executive,Boppo Technologies,Navi Mumbai,₹  2 - 2.1 LPA,0-2 years
2941,1.0,Business Development Associate,SkillEnable Edutech Private Limited,Kolkata,₹  2 - 2.5 LPA,0-2 years
2942,1.0,Accountant,Maharashtra Metal Distributors,Mumbai,₹  2 - 3 LPA,0-2 years
2943,1.0,Relationship Manager - Client Relations,AARTHSHASTRA,Jaipur,₹  2.5 - 3.5 LPA,0-2 years
2944,,Business Development Associate,Stalwart Careers,Indore,₹  2 - 2.5 LPA,0-2 years
2945,,Telesales Executive,ShowMyHall,Bangalore,₹  2.25 - 3 LPA,0-2 years
2946,,Business Development Executive,Picostone,Bangalore,₹  5 LPA,0-5 years
2947,,Software Engineer,HulkHire,Work from home,₹  3 - 5 LPA,0-5 years
2948,,Sales & Operations Executive,Instadukan,Bangalore,₹  2.5 - 5 LPA,0-5 years
