,actively_hiring,Type_of_job,company_name,location,salary,experience
1517,1.0,Database Administrator Mentor,Future Skills,Hyderabad,₹  2.5 - 3.5 LPA,0-2 years
1518,,Business Development Executive,Ithena,Pune,₹  3 - 4 LPA,0-2 years
1519,,E-Commerce Sales Manager,Vedic Spoons,Mumbai,₹  2.5 - 3.5 LPA,0-2 years
1520,,Receptionist,HealthTree Services Private Limited,Bangalore,₹  2 LPA,0-2 years
1521,,Video Editor,Vitality Living College,Work from home,₹  2 - 2.3 LPA,0-2 years
1522,1.0,Architect,Suresh Babu,Thane,₹  2.4 - 6 LPA,0-5 years
1523,,Customer Service Associate,AC Agarwal Share Brokers Private Limited,Mumbai,₹  3.6 LPA,0-2 years
1524,,Junior UI/UX Designer,SimplePlan Media,Delhi,₹  3 - 4.2 LPA,0-2 years
1525,,Sales Executive,Scale Dino Private Limited,Hyderabad,₹  2 - 3 LPA,0-2 years
1526,1.0,Marketing Executive,Shri Krishna Mills Company,Mangaluru,₹  2 - 2.2 LPA,0-2 years
1527,,HR Assistant,Studymetro Edu Consult Private Limited,Indore,₹  2 - 2.5 LPA,0-2 years
1528,1.0,Data Scientist Educationist,Future Skills,Hyderabad,₹  2.5 - 3.5 LPA,0-2 years
1529,,Data Entry Executive,MaaS Pharma Chemicals,Delhi,₹  2 - 2.4 LPA,0-2 years
1530,,Junior Interior Designer,Tau Collective,Mumbai,₹  2 - 2.05 LPA,0-2 years
1531,,Audit & Accounts Executive,N.R. Doshi & Partners,Ahmedabad,₹  4 - 6 LPA,0-5 years
1532,1.0,Digital Marketing Executive,Alliance India,Mumbai,₹  3.6 LPA,0-2 years
1533,,Business Development Associate,BYJU'S The Learning App,Gurgaon,₹  7 - 8 LPA,0-5 years
1534,,Assistant Relationship Officer (Field Sales),Wishfin,Work from home,₹  3.5 LPA,0-2 years
1535,,University Relations Associate,GlobalShala,Work from home,₹  2 - 5 LPA,0-5 years
1536,,Embedded Systems Executive,JyoSH AI Solutions,Pune,₹  3 - 4 LPA,0-2 years
1537,,UI/UX Designer,MoLog Media & Advertising,Gurgaon,₹  3 - 5 LPA,0-5 years
1538,,Assistant Relationship Manager,Suhani Finserve Private Limited,Jaipur,₹  2 - 3 LPA,0-2 years
1539,,Customer Care Executive,Tresmode,Mumbai,₹  2 - 4 LPA,0-2 years
1540,,Sales Support Executive,Snatra Pharmaceuticals,Hyderabad,₹  2.2 - 3 LPA,0-2 years
1541,1.0,Chartered Accountant (CA),Asntax Private Limited,Kaushambi,₹  3.6 - 6 LPA,0-5 years
1542,1.0,Customer Support Executive,WYscale De-Fi Credit Cooperative Society Limited,Navi Mumbai,₹  2 - 3 LPA,0-2 years
1543,1.0,Senior Mobile App Developer,Reverr,Delhi,₹  2.5 - 4.5 LPA,0-2 years
1544,,Corporate Sales Associate,ProGrad,Chennai,₹  5 - 8 LPA,0-5 years
1545,,Customer Service Executive,Anokherang,Delhi,₹  2 - 2.1 LPA,0-2 years
1546,,Human Resources (HR) Executive,QwikSkills,Bangalore,₹  3 - 4.5 LPA,0-2 years
1547,,Territory Sales Manager/Business Account Manager,NoBrokerHood,Ahmedabad,₹  2 - 5 LPA,0-5 years
1548,1.0,Customer Specialist,IJRDO Journal,Gurgaon,₹  2 - 3 LPA,0-2 years
1549,0.0,Executive Assistant-Venture Capital,World V,Noida,₹  3 LPA,0-2 years
1550,,Business Development Associate,Urban Company,Bangalore,₹  3 - 4 LPA,0-2 years
1551,1.0,Accountant,Asntax Private Limited,Kaushambi,₹  2 - 3 LPA,0-2 years
1552,1.0,Customer Service Executive,G&R Management Consultancy Private Limited,Ranchi,₹  2 - 3.5 LPA,0-2 years
1553,1.0,Full Stack Developer,Adcanyon Technologies Private Limited,Coimbatore,₹  3 - 5 LPA,0-5 years
1554,1.0,Junior Graphic Designer,Infasta Soft Solutions Private Limited,Hyderabad,₹  2.2 - 3.1 LPA,0-2 years
1555,0.0,Business Analyst – Global Analytics,World V,Noida,₹  2.5 - 5 LPA,0-5 years
1556,1.0,Sales Executive,NoBroker Technologies Solutions Private Limited,Bangalore,₹  4.8 - 5.1 LPA,0-5 years
1557,1.0,Junior Talent Acquisition Associate,Success Booster,Pune,₹  2.14 - 2.4 LPA,0-2 years
1558,1.0,Associate Video Editor,CATKing Educare,Mumbai,₹  3 - 3.6 LPA,0-2 years
1559,1.0,Junior Digital Strategist (Facebook Marketing),Valueleaf Services India Private Limited,Bangalore,₹  3 - 3.5 LPA,0-2 years
1560,1.0,Operations Associate,Tyke Technology Private Limited,Mumbai,₹  2.8 - 3.2 LPA,0-2 years
1561,1.0,Business Development Executive,Botlie Software And Consulting Private Limited,Noida,₹  2 - 3.5 LPA,0-2 years
1562,1.0,Human Resources (HR) Executive,Botlie Software And Consulting Private Limited,Noida,₹  2 - 3 LPA,0-2 years
1563,1.0,Junior Search Engine Optimization (SEO) Executive,Botlie Software And Consulting Private Limited,Noida,₹  2 - 2.5 LPA,0-2 years
1564,,Associate Content Writer,Megaminds IT Services,Work from home,₹  2 - 2.5 LPA,0-2 years
1565,,Junior Lead Generation Associate,Ducall Global Technology Services Private Limited,Bangalore,₹  2 - 2.5 LPA,0-2 years
1566,,Human Resources (HR) Executive,Macer India Research And Technology Services Private Limited,Lucknow,₹  2 - 2.5 LPA,0-2 years
1567,,Junior Content Writer,Thinkdom,Work from home,₹  3 LPA,0-2 years
1568,,Business Development Associate,BYJU's,Work from home,₹  7 - 8 LPA,0-5 years
1569,1.0,Business Development Executive,Material Depot,Bangalore,₹  6 - 12 LPA,0-5 years
1570,1.0,Sales Associate (B2B Schools),Immersive Vision Technology Private Limited,Aurangabad,₹  5.5 - 6.5 LPA,0-5 years
1571,1.0,Applied AI Software Developer,Persist Ventures,Work from home,₹  5 - 12 LPA,0-5 years
1572,1.0,Illustrator,Green Practices Private Limited,Mumbai,₹  2 - 3 LPA,0-2 years
1573,,Course Developer,Way2Class Private Limited,Work from home,₹  3 - 8 LPA,0-5 years
1574,1.0,Android App Developer,Genesis,Work from home,₹  7 - 10 LPA,0-5 years
1575,1.0,Artificial Intelligence (AI) Executive,Sharedpro,Vadodara,₹  3 LPA,0-2 years
1576,1.0,Human Resources (HR) Specialist,Sharedpro,Vadodara,₹  3 LPA,0-2 years
1577,1.0,Front End Developer,Sharedpro,Vadodara,₹  2 - 3 LPA,0-2 years
1578,1.0,Founders Office Assistant,Sharedpro,Vadodara,₹  2.5 - 3 LPA,0-2 years
1579,1.0,Associate Java Developer,Sharedpro,Vadodara,₹  3 - 4.5 LPA,0-2 years
1580,1.0,Relationship Manager,Simplease,Mumbai,₹  3 - 5 LPA,0-5 years
1581,1.0,Startup Entrepenuer,Persist Ventures,Work from home,₹  12 - 12.1 LPA,0-5 years
1582,,Marketing Executive,Kalpataru Property Developers,Mysuru,₹  2.5 - 3 LPA,0-2 years
1583,1.0,Content Writer,GoWebla Technologies Private Limited,Work from home,₹  2 - 2.5 LPA,0-2 years
1584,1.0,Operations Accountancy Executive,Lloyd Harrington Australia Proprietary Limited,Mumbai,₹  2 - 3 LPA,0-2 years
1585,1.0,Operations Accountancy Executive,Lloyd Harrington Australia Proprietary Limited,Delhi,₹  2 - 3 LPA,0-2 years
1586,1.0,Inside Sales Executive,Sanat Overseas,Delhi,₹  2 - 3 LPA,0-2 years
1587,1.0,QA Engineer (Manual & Automation),AppQuarterz Technologies,Faridabad,₹  2 - 2.5 LPA,0-2 years
1588,,Field Sales Executive,Gaikhe Consultancy Services,Aurangabad,₹  2 - 4 LPA,0-2 years
1589,,Accountant,VHT Business Solutions Private Limited,West,₹  2 - 2.4 LPA,0-2 years
1590,1.0,Digital Marketing Executive,Genesis,Work from home,₹  7 - 9 LPA,0-5 years
1591,,Business Development Associate,BYJU's,Pune,₹  8 - 8.5 LPA,0-5 years
1592,,Associate Content Writer,91 Trucks.com,Gurgaon,₹  3 - 5 LPA,0-5 years
1593,,Content Marketing Executive,Nikki.KClothing,Delhi,₹  2 - 2.1 LPA,0-2 years
1594,,Talent Acquisition,HRBotics,Noida,₹  2 - 2.4 LPA,0-2 years
1595,,Program Manager,Involve Learning Solutions Foundation,,₹  6 - 8 LPA,0-5 years
1596,,Business Development Executive,Srimoha Astrology Private Limited,Work from home,₹  2 LPA,0-2 years
1597,,Customer Service Executive,Landmark Group,Pune,₹  2 - 2.5 LPA,0-2 years
1598,,Relationship Manager,NoBroker.com,Gurgaon,₹  3 - 5 LPA,0-5 years
1599,,Sample Supply Executive,Frequent Research Fieldwork Solutions Private Limited,Delhi,₹  2 - 4 LPA,0-2 years
1600,,Content & E-commerce Management Specialist,Happie Hair,Thane,₹  2.4 - 3.6 LPA,0-2 years
1601,,Channel Sales Executive,Restroworld,Ahmedabad,₹  2 LPA,0-2 years
1602,,Business Development Executive,DataMites,Bangalore,₹  2.5 - 4 LPA,0-2 years
1603,,Assistant Operation Manager,Nautankishaala,Noida,₹  2.2 LPA,0-2 years
1604,,Social Media Manager,The Media Club,Work from home,₹  2 - 2.5 LPA,0-2 years
1605,,Sample Supply Executive,Frequent Research Fieldwork Solutions Private Limited,Delhi,₹  2 - 2.6 LPA,0-2 years
1606,,Area Sales Executive,NeoDash Technologies Private Limited,Bangalore,₹  3 - 4.5 LPA,0-2 years
1607,,Business Development Executive,BInstellar Technologies Private Limited,Ahmedabad,₹  2 - 3 LPA,0-2 years
1608,,Inside Sales Executive,Ciferon,Nagpur,₹  2 - 2.16 LPA,0-2 years
1609,,Content Writer,Kabyte IT Solutions Private Limited,Noida,₹  2 - 3 LPA,0-2 years
1610,,Tele Counsellor,Made Easy,Delhi,₹  2 - 3 LPA,0-2 years
1611,,Business Development Executive,Technosprout Systems Private Limited,Thane,₹  3 - 5 LPA,0-5 years
1612,,Business Development Executive,Edugenius Softwares LLP,Mumbai,₹  2 - 3 LPA,0-2 years
1613,,Business Development Associate,Learning Routes,Chandigarh,₹  4.5 - 6.5 LPA,0-5 years
1614,,Social Media Executive,Zonic Digital Private Limited,Vadodara,₹  2 - 3 LPA,0-2 years
1615,1.0,Telecaller,RAS Media & Entertainment Private Limited,Thane,₹  2.5 - 3 LPA,0-2 years
1616,,Cricket Writer,Sportscafe,Bangalore,₹  2.8 - 3.6 LPA,0-2 years
1617,,Data Entry Associate,Oxzer Technologies Limited,Noida,₹  2 - 2.4 LPA,0-2 years
1618,,Native Android Application Developer,Viral Fission,Work from home,₹  3 - 6 LPA,0-5 years
1619,,Accountant,Gana Sewa,Mumbai,₹  2 - 3 LPA,0-2 years
1620,,Flutter Developer - Full Stack,Flexxited By Dixit (OPC) Private Limited,Work from home,₹  2 - 3 LPA,0-2 years
1621,,Pre-sales Executive,8Views,Work from home,₹  2 - 3.5 LPA,0-2 years
1622,1.0,Assistant Producer - ET B2B Videos,Times Internet,Mumbai,₹  2.4 LPA,0-2 years
1623,,Preschool Teacher,Jumpstart International Preschool,Pune,₹  2 - 2.2 LPA,0-2 years
1624,,Business Development Manager,Parents Holiday,Work from home,₹  2.4 - 3.6 LPA,0-2 years
1625,,Junior Operations Executive,Affoy,Chandigarh,₹  2 - 2.5 LPA,0-2 years
1626,,Guest Relations Executive,Blox.xyz,Thane,₹  3 - 3.6 LPA,0-2 years
1627,,Writer Director,Be Rolling Media,Faridabad,₹  2.4 - 2.8 LPA,0-2 years
1628,,On-Page SEO Expert,Crimson Cobalt,Work from home,₹  2 - 3 LPA,0-2 years
1629,,Junior Lead Generation Associate,CocoonIT Services,Mumbai,₹  2 - 2.5 LPA,0-2 years
1630,,Admission Executive,Amity University,Tirupati,₹  2.4 - 5.4 LPA,0-5 years
1631,,Junior Telecaller,TaxManager,Delhi,₹  2 - 3 LPA,0-2 years
1632,,Recruiter,Varroc Engineering,Pune,₹  2 - 4 LPA,0-2 years
1633,,Business Development Executive,Bullmen Realty,Noida,₹  2 - 3.6 LPA,0-2 years
1634,,Content Writer,Travelomatrix,Gurgaon,₹  2 - 4 LPA,0-2 years
1635,,E-commerce Executive,Mavalore Infotech,Noida,₹  3.6 - 6 LPA,0-5 years
1636,,Graphic Designer,Fashion Dwar,Jaipur,₹  2 - 3 LPA,0-2 years
1637,,Associate Content Writer,AcoBloom International,Noida,₹  2 - 4 LPA,0-2 years
1638,,Real Estate Sales Executive,Prithvee Propmart Private Limited,Noida,₹  2 LPA,0-2 years
1639,,SEO Analyst,GiftAFeeling,Work from home,₹  2 - 2.5 LPA,0-2 years
1640,,Talent Acquisition Associate,Talent Socio,Delhi,₹  2 - 4 LPA,0-2 years
1641,1.0,Executive Accountant,RebusCode Information Solution Private Limited,Delhi,₹  3.5 - 4 LPA,0-2 years
1642,1.0,Social Media Executive,KRS Educreations Private Limited,Ghaziabad,₹  2 - 2.5 LPA,0-2 years
1643,,Receptionist,Club One Air,Faridabad,₹  3 - 3.6 LPA,0-2 years
1644,1.0,Blogger Outreacher,Outreach Chimp,Jaipur,₹  2 - 2.16 LPA,0-2 years
1645,1.0,International Business Development Executive,BSCIC Certifications Private Limited,Faridabad,₹  2 - 2.5 LPA,0-2 years
1646,,Learning And Developement Coordinator,Aquarelle India Private Limited,Bangalore,₹  3.5 - 4 LPA,0-2 years
1647,,University Relations Associate,GlobalShala,Work from home,₹  2 - 3 LPA,0-2 years
1648,1.0,Customer Relationship Executive,Apollo Hospitals Enterprise Limited,Bangalore,₹  2 - 3 LPA,0-2 years
1649,1.0,Business Development Associate,BYJU'S The Learning App,Faridabad,₹  7.5 - 8.5 LPA,0-5 years
1650,1.0,Inside Sales Consultant,Chitranjali Yoga,Work from home,₹  3.4 LPA,0-2 years
1651,1.0,Business Development Executive,Technocrats Horizons Compusoft Private Limited,Ludhiana,₹  2 - 3 LPA,0-2 years
1652,,Business Development Associate,GHARPAYY,Bangalore,₹  4 - 6 LPA,0-5 years
1653,,Laboratory Assistant,Plating Products India Private Limited,Mumbai,₹  2 - 3 LPA,0-2 years
1654,,Inside Sales Specialist,Zocket Technologies Private Limited,Chennai,₹  2 - 2.5 LPA,0-2 years
1655,1.0,PHP Developer,Binary Numbers,Mumbai,₹  4 - 6 LPA,0-5 years
1656,,Buisness Development Associate,BYJU'S The Learning App,Coorg Colony,₹  4 - 7 LPA,0-5 years
1657,,Business Development Executive,The Leaders Globe Media,Pune,₹  2 - 2.2 LPA,0-2 years
1658,,PHP WordPress Developer,ReJois Global Solutions,Work from home,₹  2 LPA,0-2 years
1659,,Junior Mobile UI/UX Designer,SIXHOPS INFOTECH PRIVATE LIMITED,Work from home,₹  2.5 - 3.5 LPA,0-2 years
1660,,Business Development Associate,International Immigration,Work from home,₹  2 - 3 LPA,0-2 years
1661,,Associate Accountant,Nifty Mobispares,Delhi,₹  2 - 2.5 LPA,0-2 years
1662,,Graphic Designer,Socially Sane,Kalyan,₹  2 - 2.4 LPA,0-2 years
1663,,Associate Accountant,Haresh Doshi & Co,Thane,₹  2 - 2.1 LPA,0-2 years
1664,,Creative Producer,Myra Multimedia Enterprise Private Limited,Mumbai,₹  2.5 - 3.5 LPA,0-2 years
1665,,Junior Software Developer,La Sirene Exim Private Limited,Chennai,₹  2 - 2.4 LPA,0-2 years
1666,,Account Receivables Executive (AR),TechnocruitX Universal Services Private Limited,Ahmedabad,₹  2.1 - 2.8 LPA,0-2 years
1667,,Logistics And Operations Manager.,Precisito Private Limited,Noida,₹  3 - 4.2 LPA,0-2 years
1668,,Sales Officer,Signature International Foods India Private Limited,Work from home,₹  2 LPA,0-2 years
1669,,Marketing Trainee - Executive,Mordnet Private Limited,Delhi,₹  2 LPA,0-2 years
1670,,Telesales Executive,Mswipe Technologies,Mumbai,₹  2 - 2.05 LPA,0-2 years
1671,,Associate Telecaller,Lease On Click,Faridabad,₹  2 - 3 LPA,0-2 years
1672,,IT Assistant,Konzert Toolings Limited,Pune,₹  2.2 - 3.5 LPA,0-2 years
1673,,Junior Industrial And Production Engineer,Javeri Tubes Private Limited,Chennai,₹  3 - 3.25 LPA,0-2 years
1674,,Affiliate Manger,BrandsAtEase,Noida,₹  2.5 - 3.5 LPA,0-2 years
1675,,Graphic Designer,DangsCreatives,Vadodara,₹  2.4 - 3.5 LPA,0-2 years
1676,,Inside Sales Executive,Regami Solutions,Chennai,₹  2 - 2.5 LPA,0-2 years
1677,,International Sales Executive,Paramount Infotech,Indore,₹  3 - 5 LPA,0-5 years
1678,,Corporate Sales Specialist,Logical Solutions Limited,Hyderabad,₹  2 - 3.9 LPA,0-2 years
1679,,DevOps Developer,Ambee,Bangalore,₹  5 - 12 LPA,0-5 years
1680,,Digital Marketing Executive,Paramount Infotech,Indore,₹  2.1 - 2.5 LPA,0-2 years
1681,,Store & PPC Executive,Godrej Koerber Supply Chain Limited,Ambernath,₹  2 - 3 LPA,0-2 years
1682,,Business Development Associate,EmbedTech Solutions Pvt Ltd,Ahmedabad,₹  2 - 3 LPA,0-2 years
1683,,Junior Software Developer,Netoyed,Noida,₹  2 - 2.5 LPA,0-2 years
1684,,Junior Operations Executive,Aweri Foods,Faridabad,₹  2.3 - 2.4 LPA,0-2 years
1685,,Inside Sales Executive,School Of Core AI,Delhi,₹  2 - 3.5 LPA,0-2 years
1686,,Telesales Specialist,Loyaltician CRM India Private Limited,Pune,₹  2 - 4 LPA,0-2 years
1687,,Junior Search Engine Optimization (SEO) Manager,Dintellects Solutions Private Limited,Jabalpur,₹  2.4 - 3.5 LPA,0-2 years
1688,,Digital Marketing Executive,Clocr Inclusive,Work from home,₹  3 - 4 LPA,0-2 years
1689,,Library Operations Manager,The Dream Library,Bangalore,₹  2 - 2.5 LPA,0-2 years
1690,,Territory Manager,Orchard Healthcare Private Limited (Orange Health Labs),Thane,₹  5.7 - 5.8 LPA,0-5 years
1691,,Equity Research Analyst,Intelisys Ventures Private Limited,Pune,₹  2 - 3 LPA,0-2 years
1692,,Associate Accountant,Livofy,Gurgaon,₹  2 - 3.6 LPA,0-2 years
1693,,Telecaller,Jewellerskart,Mumbai,₹  2 - 2.4 LPA,0-2 years
1694,,Junior Accountant,Prodt Consulting Services Private Limited,Pune,₹  2 - 2.5 LPA,0-2 years
1695,,Social Media Operations Trainee,Headphone Zone,Mumbai,₹  2 - 2.25 LPA,0-2 years
1696,,Associate Content Writer,Amass Skill Ventures Private Limited,Gurgaon,₹  2 - 3 LPA,0-2 years
1697,1.0,Junior Software Tester,Medjacket India Private Limited,Hyderabad,₹  2 LPA,0-2 years
1698,,Business Development Associate,BYJU's,Noida,₹  4 - 7 LPA,0-5 years
1699,,Business Development Executive,Educatter,Work from home,₹  3 - 4 LPA,0-2 years
1700,,Website Developer,Maestros Infotech Solution,Bhopal,₹  2 - 2.5 LPA,0-2 years
1701,1.0,Graphics Designer And Video Editor,The Fans World,Mumbai,₹  2 - 3 LPA,0-2 years
1702,1.0,Backend Executive,Moksh,Mumbai,₹  2 - 3 LPA,0-2 years
1703,,Teacher,Sri Edu Foundation,Bangalore,₹  2.4 LPA,0-2 years
1704,1.0,Administration Associate,Educatter,Work from home,₹  5 - 6 LPA,0-5 years
1705,1.0,Graphic Designer,Infraveo Technologies Private Limited,Ahmedabad,₹  2 - 2.1 LPA,0-2 years
1706,1.0,Android App Developer,Infraveo Technologies Private Limited,Ahmedabad,₹  2 - 2.1 LPA,0-2 years
1707,,Associate UI/UX Designer,Trivy Technologies Private Limited,Noida,₹  2 - 3 LPA,0-2 years
1708,1.0,Product Designer,STEMpedia,Ahmedabad,₹  4 - 6 LPA,0-5 years
1709,1.0,Education Counsellor,Moksh,Mumbai,₹  2 - 2.5 LPA,0-2 years
1710,1.0,Qt/Qml/C/C++ Software Developer,Vyorius Drones Private Limited,Work from home,₹  3 - 4 LPA,0-2 years
1711,1.0,Senior Motion Illustrator,Ladder Media,Bangalore,₹  7 LPA,0-5 years
1712,1.0,Client Relationship Manager (Gurugram),APSK Production & Entertainment Private Limited,Gurgaon,₹  2 - 2.6 LPA,0-2 years
1713,1.0,Junior Graphic Designer,OffDuty India,Mumbai,₹  2 - 3 LPA,0-2 years
1714,1.0,Subject Matter Expert (Accounting),Vaidik EduServices Private Limited,Work from home,₹  2 - 3 LPA,0-2 years
1715,,Search Engine Marketing Expert,PeriodBuddy,Bangalore,₹  2 - 3 LPA,0-2 years
1716,,Software Operator,Digital Dreams Systems,Prayagraj,₹  2 - 2.1 LPA,0-2 years
1717,,Beauty Advisor,Earth Rhythm Private Limited,Bangalore,₹  2 - 3 LPA,0-2 years
1718,1.0,Business Development And Field Sales Executive,Flurn,Bangalore,₹  3.6 - 5.5 LPA,0-5 years
1719,,Senior Recruitment Executive,Clark & Kent,Work from home,₹  2 LPA,0-2 years
1720,,Business Development Associate,BYJU's,Bangalore,₹  4 - 7 LPA,0-5 years
1721,1.0,Academic Counsellor,Bucketlist,Bangalore,₹  3 - 4 LPA,0-2 years
1722,1.0,Corporate Sales Executive,Content-Whale,Mumbai,₹  3 - 4.2 LPA,0-2 years
1723,1.0,Data Transcriptionist,ALN Solutions Private Limited,Chennai,₹  2 - 2.5 LPA,0-2 years
1724,,Sales Executive,Garnet & Gold,Gurgaon,₹  2 LPA,0-2 years
1725,1.0,Associate UI/UX Designer,RSquare Web Studio Private Limited,Work from home,₹  4 - 7 LPA,0-5 years
1726,1.0,3D Modeler,IDZ Digital Private Limited,Mumbai,₹  2 - 3 LPA,0-2 years
1727,,Junior Operations Executive,Caarzi Technologies,Faridabad,₹  2 - 2.5 LPA,0-2 years
1728,,Content And Management Strategist,Phlox,Delhi,₹  2.2 - 2.5 LPA,0-2 years
1729,,Corporate Sales Associate,iNurture Education Solutions Private Limited,Panipat,₹  2 - 2.5 LPA,0-2 years
1730,,Trainee - Client Servicing,AFP Ideas & Execution Private Limited,Mumbai,₹  2 - 2.4 LPA,0-2 years
1731,,Associate Software Developer,Siddhyanga Technologies,Work from home,₹  2 - 2.5 LPA,0-2 years
1732,,Field Sales Executive,Tejse Online Services Private Limited,Delhi,₹  2 - 4 LPA,0-2 years
1733,,Social Worker,Yash Consultant,Ahmedabad,₹  2.27 - 2.28 LPA,0-2 years
1734,,HR Executive,AH International,Jaipur,₹  2 - 2.5 LPA,0-2 years
1735,,On-Field Sales Representative,Security Kart,Pune,₹  2 - 3 LPA,0-2 years
1736,,Video Editor,LIV Worldwide,Delhi,₹  2 - 3 LPA,0-2 years
1737,1.0,Battery Design Engineer,Zaptics Research,Noida,₹  4 - 6 LPA,0-5 years
1738,1.0,Embedded Hardware Engineer,Zaptics Research,Noida,₹  4 - 7 LPA,0-5 years
1739,1.0,Business Analyst,RebusCode Information Solution Private Limited,Kolkata,₹  3.5 - 4.5 LPA,0-2 years
1740,1.0,Corporate Sales Executive,Akshar Group,Navi Mumbai,₹  3 LPA,0-2 years
1741,1.0,Field Sales Associate,Credque,Keralapuram,₹  2 - 3 LPA,0-2 years
